time,name,price,chg_24h_pct,vol_24h_usdt,high,low,signal
00:28:54,WIF,0.187,6.86,6919274.0,0.191,0.171,
00:28:54,BOME,0.000528,4.55,1308500.0,0.000535,0.000483,
00:28:54,NEIRO,8.872e-05,1.42,3112918.0,9.111e-05,8.45e-05,
00:28:54,PENGU,0.009886,1.97,39447871.0,0.010009,0.009319,
00:29:55,DOGE,0.1064,3.61,187209797.0,0.10841,0.10096,Y
00:29:55,SHIB,6.29e-06,2.95,10041366.0,6.38e-06,6e-06,
00:29:55,PEPE,3.87e-06,0.78,47455655.0,3.95e-06,3.74e-06,
00:29:55,FLOKI,3.238e-05,1.28,3470442.0,3.284e-05,3.109e-05,
00:29:55,BONK,6.23e-06,1.3,5019393.0,6.3e-06,5.98e-06,
00:29:55,WIF,0.188,7.43,7039885.0,0.191,0.171,
00:29:55,BOME,0.000529,4.54,1307416.0,0.000535,0.000483,
00:29:55,NEIRO,8.882e-05,1.55,3112894.0,9.111e-05,8.45e-05,
00:29:55,PENGU,0.009913,1.85,39422246.0,0.010009,0.009319,
00:30:55,DOGE,0.10648,3.71,187054516.0,0.10841,0.10096,Y
00:30:55,SHIB,6.31e-06,3.61,10040848.0,6.38e-06,6e-06,
00:30:55,PEPE,3.88e-06,1.04,47455005.0,3.95e-06,3.74e-06,
00:30:55,FLOKI,3.239e-05,1.25,3478309.0,3.284e-05,3.109e-05,
00:30:55,BONK,6.23e-06,1.3,5022564.0,6.3e-06,5.98e-06,
00:30:55,WIF,0.188,7.43,7054515.0,0.191,0.171,
00:30:55,BOME,0.000529,4.75,1307371.0,0.000535,0.000483,
00:30:55,NEIRO,8.921e-05,1.92,3112509.0,9.111e-05,8.45e-05,
00:30:55,PENGU,0.009941,2.43,39412270.0,0.010009,0.009319,
00:31:54,DOGE,0.10635,3.57,187025848.0,0.10841,0.10096,Y
00:31:54,SHIB,6.31e-06,3.44,10041206.0,6.38e-06,6e-06,
00:31:54,PEPE,3.87e-06,0.78,47443393.0,3.95e-06,3.74e-06,
00:31:54,FLOKI,3.241e-05,1.38,3482177.0,3.284e-05,3.109e-05,
00:31:54,BONK,6.23e-06,1.3,5022464.0,6.3e-06,5.98e-06,
00:31:54,WIF,0.188,7.43,7069674.0,0.191,0.171,
00:31:54,BOME,0.000529,4.75,1307502.0,0.000535,0.000483,
00:31:54,NEIRO,8.928e-05,2.01,3113486.0,9.111e-05,8.45e-05,
00:31:54,PENGU,0.009914,1.94,39420619.0,0.010009,0.009319,
00:32:55,DOGE,0.10644,3.76,186986507.0,0.10841,0.10096,Y
00:32:55,SHIB,6.3e-06,3.28,10040765.0,6.38e-06,6e-06,
00:32:55,PEPE,3.87e-06,1.04,47453336.0,3.95e-06,3.74e-06,
